,Gender,Customer Type,Type of Travel,Class,satisfaction,Age,Flight Distance,Inflight entertainment,Baggage handling,Cleanliness,Departure Delay in Minutes,Arrival Delay in Minutes
11355,Female,Loyal Customer,Business travel,Business,neutral or dissatisfied,48,3552,1,3,1,0,0.0
11356,Female,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,14,604,5,3,5,0,2.0
11357,Male,Loyal Customer,Business travel,Business,satisfied,42,2264,4,4,5,0,0.0
11358,Female,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,64,541,4,4,5,0,0.0
11359,Female,Loyal Customer,Business travel,Business,satisfied,40,1796,3,3,3,0,11.0
11360,Female,Loyal Customer,Business travel,Business,neutral or dissatisfied,49,3606,3,3,1,0,0.0
11361,Male,Loyal Customer,Business travel,Business,satisfied,29,3883,4,4,4,0,0.0
11362,Male,disloyal Customer,Business travel,Business,neutral or dissatisfied,29,1073,1,4,1,0,0.0
11363,Female,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,59,383,1,1,5,0,0.0
11364,Male,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,32,1481,3,1,3,0,0.0
11365,Female,Loyal Customer,Personal Travel,Eco,satisfied,45,448,5,5,1,0,0.0
11366,Male,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,35,247,1,4,1,0,0.0
11367,Female,disloyal Customer,Business travel,Business,satisfied,26,957,4,4,2,21,0.0
11368,Female,Loyal Customer,Business travel,Eco,neutral or dissatisfied,56,515,2,2,4,20,17.0
11369,Female,disloyal Customer,Business travel,Eco,neutral or dissatisfied,24,563,1,3,1,28,22.0
11370,Male,Loyal Customer,Business travel,Business,satisfied,31,2914,3,4,3,2,18.0
11371,Male,Loyal Customer,Business travel,Business,neutral or dissatisfied,18,1487,4,4,4,0,27.0
11372,Male,disloyal Customer,Business travel,Business,satisfied,54,859,4,5,4,8,0.0
11373,Female,Loyal Customer,Business travel,Eco Plus,satisfied,24,261,5,3,5,0,0.0
11374,Male,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,58,3784,5,4,3,26,0.0
11375,Male,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,39,342,4,5,4,0,0.0
11376,Male,Loyal Customer,Business travel,Business,satisfied,51,3652,4,4,3,15,12.0
11377,Female,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,68,837,4,4,2,0,10.0
11378,Male,Loyal Customer,Business travel,Business,satisfied,28,277,5,1,5,0,0.0
11379,Male,Loyal Customer,Business travel,Business,satisfied,58,2918,5,5,4,4,0.0
11380,Female,Loyal Customer,Personal Travel,Eco Plus,neutral or dissatisfied,65,829,2,2,2,0,0.0
11381,Male,Loyal Customer,Business travel,Business,satisfied,57,2729,5,5,4,0,0.0
11382,Female,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,39,369,2,4,2,34,24.0
11383,Male,Loyal Customer,Business travel,Eco,satisfied,44,332,5,4,5,0,0.0
11384,Female,Loyal Customer,Business travel,Business,satisfied,50,3240,3,3,4,91,80.0
11385,Male,disloyal Customer,Business travel,Eco,satisfied,22,2402,3,4,3,0,0.0
11386,Male,disloyal Customer,Business travel,Business,satisfied,28,515,4,4,4,0,0.0
11387,Female,Loyal Customer,Business travel,Business,satisfied,29,577,4,4,4,0,0.0
11388,Male,Loyal Customer,Business travel,Eco,neutral or dissatisfied,35,335,2,4,2,0,0.0
11389,Female,Loyal Customer,Business travel,Business,neutral or dissatisfied,66,2986,4,4,2,0,0.0
11390,Female,disloyal Customer,Business travel,Eco Plus,neutral or dissatisfied,38,1028,3,3,3,0,31.0
11391,Male,Loyal Customer,Personal Travel,Eco Plus,neutral or dissatisfied,60,594,5,5,5,0,0.0
11392,Male,disloyal Customer,Business travel,Business,satisfied,37,621,5,4,5,0,0.0
11393,Male,disloyal Customer,Business travel,Eco,neutral or dissatisfied,24,369,2,3,2,0,0.0
11394,Male,Loyal Customer,Business travel,Eco Plus,neutral or dissatisfied,70,445,3,4,3,0,7.0
11395,Female,Loyal Customer,Business travel,Eco,neutral or dissatisfied,58,2405,3,3,2,32,13.0
11396,Male,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,67,491,2,5,2,23,13.0
11397,Female,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,34,680,3,5,3,0,0.0
11398,Female,disloyal Customer,Business travel,Eco,neutral or dissatisfied,25,666,5,3,5,27,18.0
11399,Male,Loyal Customer,Business travel,Eco Plus,satisfied,44,163,5,1,5,0,0.0
11400,Male,Loyal Customer,Business travel,Eco,satisfied,53,590,5,5,5,36,26.0
11401,Female,Loyal Customer,Personal Travel,Business,neutral or dissatisfied,47,196,1,1,3,0,0.0
11402,Male,Loyal Customer,Business travel,Business,satisfied,53,581,4,4,3,0,0.0
11403,Female,Loyal Customer,Business travel,Business,satisfied,51,1506,5,5,5,39,59.0
11404,Male,Loyal Customer,Business travel,Business,neutral or dissatisfied,24,1747,3,3,3,0,0.0
11405,Female,Loyal Customer,Business travel,Eco Plus,satisfied,38,829,5,3,5,41,36.0
11406,Male,disloyal Customer,Business travel,Business,neutral or dissatisfied,28,862,4,5,3,165,155.0
11407,Female,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,15,488,4,5,4,0,0.0
11408,Female,Loyal Customer,Business travel,Eco,neutral or dissatisfied,36,1346,2,3,2,11,0.0
11409,Male,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,44,351,1,4,1,0,0.0
11410,Female,disloyal Customer,Business travel,Business,satisfied,27,777,3,3,3,0,0.0
11411,Female,Loyal Customer,Business travel,Business,satisfied,44,1609,4,4,4,0,4.0
11412,Male,Loyal Customer,Business travel,Business,satisfied,49,1947,4,4,4,0,0.0
11413,Male,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,29,760,4,3,4,0,0.0
11414,Male,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,66,1197,5,3,5,0,0.0
11415,Female,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,24,347,2,5,2,14,18.0
11416,Male,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,20,2237,4,2,4,0,0.0
11417,Female,Loyal Customer,Business travel,Business,satisfied,43,1696,5,5,3,0,0.0
11418,Male,Loyal Customer,Business travel,Business,satisfied,46,1919,4,4,4,0,0.0
11419,Male,Loyal Customer,Business travel,Business,neutral or dissatisfied,61,391,4,4,3,0,0.0
11420,Male,Loyal Customer,Business travel,Business,satisfied,14,1587,5,4,5,0,0.0
11421,Female,Loyal Customer,Business travel,Business,satisfied,51,500,3,3,5,24,12.0
11422,Male,Loyal Customer,Business travel,Business,satisfied,48,1535,5,5,4,0,0.0
11423,Male,disloyal Customer,Business travel,Eco,neutral or dissatisfied,21,109,2,3,2,12,8.0
11424,Male,Loyal Customer,Business travel,Business,satisfied,51,534,4,4,3,2,0.0
11425,Female,Loyal Customer,Personal Travel,Business,satisfied,18,2402,4,4,4,4,0.0
11426,Male,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,7,414,4,3,4,0,0.0
11427,Male,Loyal Customer,Personal Travel,Eco Plus,neutral or dissatisfied,62,1956,3,2,3,4,0.0
11428,Female,Loyal Customer,Personal Travel,Eco Plus,neutral or dissatisfied,26,602,3,5,3,6,0.0
11429,Male,Loyal Customer,Business travel,Eco Plus,satisfied,23,669,5,4,5,8,1.0
11430,Female,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,36,343,4,4,4,24,20.0
11431,Male,Loyal Customer,Business travel,Eco,neutral or dissatisfied,27,588,3,4,3,42,34.0
11432,Female,Loyal Customer,Business travel,Business,satisfied,33,226,5,5,3,0,0.0
11433,Male,Loyal Customer,Business travel,Eco,neutral or dissatisfied,50,495,3,3,3,25,13.0
11434,Male,Loyal Customer,Business travel,Business,satisfied,45,2104,5,5,3,0,0.0
11435,Female,Loyal Customer,Business travel,Eco Plus,satisfied,56,109,5,5,2,31,28.0
11436,Male,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,54,833,2,2,2,32,15.0
11437,Male,Loyal Customer,Business travel,Business,neutral or dissatisfied,39,507,2,2,2,25,22.0
11438,Male,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,18,1660,1,4,1,81,59.0
11439,Male,Loyal Customer,Business travel,Business,satisfied,34,2610,4,4,2,4,0.0
11440,Male,Loyal Customer,Business travel,Business,satisfied,52,2763,3,3,5,0,10.0
11441,Male,Loyal Customer,Business travel,Business,satisfied,50,2417,4,4,5,0,0.0
11442,Female,Loyal Customer,Business travel,Business,satisfied,47,2311,4,4,4,0,0.0
11443,Male,Loyal Customer,Business travel,Eco,satisfied,60,419,5,1,5,0,0.0
11444,Male,disloyal Customer,Business travel,Business,satisfied,42,325,2,4,2,46,39.0
11445,Male,disloyal Customer,Business travel,Eco,neutral or dissatisfied,41,86,1,4,1,0,0.0
11446,Male,Loyal Customer,Business travel,Business,neutral or dissatisfied,40,2107,2,2,1,36,18.0
11447,Male,Loyal Customer,Business travel,Business,neutral or dissatisfied,25,495,1,2,1,0,0.0
11448,Female,Loyal Customer,Business travel,Business,satisfied,36,3569,4,4,2,0,7.0
11449,Female,Loyal Customer,Business travel,Business,satisfied,52,546,4,4,5,0,7.0
11450,Female,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,30,528,4,4,4,0,8.0
11451,Female,disloyal Customer,Business travel,Business,satisfied,59,451,4,4,4,6,0.0
11452,Female,Loyal Customer,Business travel,Eco,satisfied,51,447,4,4,4,0,0.0
11453,Female,Loyal Customer,Business travel,Eco,neutral or dissatisfied,40,1011,3,4,3,0,0.0
11454,Female,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,27,1721,5,5,2,150,118.0
11455,Male,Loyal Customer,Business travel,Business,satisfied,57,581,4,4,5,0,0.0
11456,Female,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,45,528,2,2,2,0,0.0
11457,Female,Loyal Customer,Business travel,Eco,neutral or dissatisfied,48,647,3,3,1,46,44.0
11458,Female,Loyal Customer,Business travel,Business,satisfied,59,1896,4,4,4,0,0.0
11459,Female,Loyal Customer,Business travel,Business,satisfied,48,3212,5,5,3,0,0.0
11460,Male,Loyal Customer,Business travel,Business,satisfied,53,2280,4,4,3,0,0.0
11461,Male,Loyal Customer,Business travel,Business,satisfied,58,125,4,5,3,65,67.0
11462,Male,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,44,1041,4,4,4,2,4.0
11463,Female,Loyal Customer,Business travel,Business,satisfied,33,2391,5,5,1,0,0.0
11464,Female,Loyal Customer,Business travel,Business,satisfied,39,2586,4,4,4,0,0.0
11465,Female,disloyal Customer,Business travel,Business,satisfied,24,373,4,5,4,0,19.0
11466,Male,Loyal Customer,Business travel,Business,satisfied,59,3649,4,4,5,0,0.0
11467,Female,Loyal Customer,Business travel,Eco,neutral or dissatisfied,50,185,2,2,1,84,106.0
11468,Male,Loyal Customer,Business travel,Business,satisfied,49,280,5,5,4,10,40.0
11469,Female,Loyal Customer,Business travel,Eco,neutral or dissatisfied,51,632,3,3,2,14,3.0
11470,Female,Loyal Customer,Business travel,Business,satisfied,31,1556,5,5,5,0,0.0
11471,Male,disloyal Customer,Business travel,Eco,neutral or dissatisfied,28,846,2,1,2,0,0.0
11472,Male,Loyal Customer,Business travel,Business,satisfied,39,3352,4,4,4,111,107.0
11473,Male,disloyal Customer,Business travel,Eco,neutral or dissatisfied,23,828,3,4,3,42,32.0
11474,Female,disloyal Customer,Business travel,Eco,neutral or dissatisfied,35,588,4,3,4,2,0.0
11475,Female,Loyal Customer,Business travel,Eco,satisfied,43,308,4,4,1,0,11.0
11476,Male,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,9,287,1,3,1,0,0.0
11477,Female,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,15,495,3,4,3,19,36.0
11478,Male,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,15,1744,2,5,2,0,0.0
11479,Male,Loyal Customer,Business travel,Business,neutral or dissatisfied,40,3296,2,2,2,4,8.0
11480,Female,Loyal Customer,Personal Travel,Eco,satisfied,45,417,4,4,4,0,0.0
11481,Female,Loyal Customer,Business travel,Business,satisfied,45,2111,4,4,3,0,0.0
11482,Male,Loyal Customer,Business travel,Business,satisfied,41,2500,4,4,4,0,0.0
11483,Male,Loyal Customer,Business travel,Business,neutral or dissatisfied,49,1846,4,4,1,109,119.0
11484,Female,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,21,2556,5,3,5,3,0.0
11485,Male,Loyal Customer,Business travel,Business,neutral or dissatisfied,21,3298,2,4,2,3,3.0
11486,Female,Loyal Customer,Business travel,Business,satisfied,40,2807,5,5,3,7,0.0
11487,Male,Loyal Customer,Business travel,Eco Plus,satisfied,40,615,3,3,3,0,0.0
11488,Male,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,7,602,2,4,2,0,0.0
11489,Male,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,68,432,4,5,4,56,45.0
11490,Male,Loyal Customer,Business travel,Eco Plus,neutral or dissatisfied,71,237,3,3,3,0,0.0
11491,Female,Loyal Customer,Business travel,Eco,neutral or dissatisfied,44,2994,2,3,4,0,0.0
11492,Female,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,29,209,4,1,4,1,0.0
11493,Female,Loyal Customer,Business travel,Business,satisfied,52,1142,4,4,5,0,0.0
11494,Female,disloyal Customer,Business travel,Eco,neutral or dissatisfied,48,1062,3,3,3,1,0.0
11495,Male,Loyal Customer,Business travel,Business,neutral or dissatisfied,35,1068,3,3,4,0,0.0
11496,Male,Loyal Customer,Business travel,Business,satisfied,26,1242,4,1,4,10,2.0
11497,Male,disloyal Customer,Business travel,Business,satisfied,22,2402,2,3,2,0,0.0
11498,Female,Loyal Customer,Business travel,Business,satisfied,24,294,4,5,4,0,0.0
11499,Female,Loyal Customer,Business travel,Business,satisfied,25,618,5,1,5,0,3.0
11500,Male,Loyal Customer,Business travel,Business,satisfied,47,1606,4,4,5,0,0.0
11501,Male,Loyal Customer,Business travel,Business,satisfied,39,2227,5,5,4,11,0.0
11502,Male,Loyal Customer,Business travel,Business,neutral or dissatisfied,65,3197,2,2,1,14,5.0
11503,Female,Loyal Customer,Business travel,Eco,satisfied,48,1081,5,5,2,0,0.0
11504,Male,Loyal Customer,Business travel,Business,satisfied,67,3193,5,5,3,75,79.0
11505,Male,disloyal Customer,Business travel,Eco,neutral or dissatisfied,29,900,1,4,1,0,0.0
11506,Male,Loyal Customer,Business travel,Business,satisfied,47,352,5,5,5,4,0.0
11507,Female,Loyal Customer,Business travel,Business,satisfied,47,2947,4,4,3,0,14.0
11508,Male,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,36,363,5,5,5,0,0.0
11509,Female,Loyal Customer,Business travel,Business,satisfied,54,484,4,4,3,16,8.0
11510,Male,Loyal Customer,Business travel,Business,satisfied,40,2479,5,5,5,0,0.0
11511,Female,Loyal Customer,Business travel,Business,satisfied,59,157,5,3,3,0,0.0
11512,Male,disloyal Customer,Business travel,Business,neutral or dissatisfied,21,1185,4,4,4,0,0.0
11513,Male,disloyal Customer,Business travel,Eco,neutral or dissatisfied,23,255,1,5,1,10,2.0
11514,Male,Loyal Customer,Business travel,Eco,satisfied,27,1211,4,5,4,0,0.0
11515,Female,disloyal Customer,Business travel,Eco,neutral or dissatisfied,27,1037,4,4,4,7,0.0
11516,Male,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,19,631,4,2,4,0,0.0
11517,Female,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,23,528,5,4,5,21,7.0
11518,Male,Loyal Customer,Business travel,Business,satisfied,50,2334,4,4,3,0,12.0
11519,Male,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,67,130,4,3,4,94,107.0
11520,Male,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,19,773,5,4,5,0,0.0
11521,Male,Loyal Customer,Business travel,Business,satisfied,52,2248,4,4,5,0,0.0
11522,Male,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,38,2556,3,2,3,0,0.0
11523,Male,Loyal Customer,Business travel,Business,satisfied,43,448,5,5,5,130,119.0
11524,Female,Loyal Customer,Business travel,Business,satisfied,55,802,5,5,5,70,68.0
11525,Male,disloyal Customer,Business travel,Eco,neutral or dissatisfied,38,524,4,4,4,3,0.0
11526,Male,Loyal Customer,Business travel,Business,satisfied,49,3285,5,5,3,0,0.0
11527,Female,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,66,177,5,5,1,0,0.0
11528,Female,disloyal Customer,Business travel,Eco,neutral or dissatisfied,44,863,5,3,5,45,26.0
11529,Male,Loyal Customer,Business travel,Business,satisfied,48,1023,5,5,5,8,1.0
11530,Female,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,57,802,2,2,5,0,0.0
11531,Female,Loyal Customer,Business travel,Business,satisfied,39,3133,3,3,3,0,0.0
11532,Male,Loyal Customer,Business travel,Business,satisfied,30,3923,3,5,3,0,0.0
11533,Female,Loyal Customer,Business travel,Business,satisfied,50,205,3,3,5,2,0.0
11534,Female,disloyal Customer,Business travel,Business,neutral or dissatisfied,27,290,5,3,5,0,0.0
11535,Male,Loyal Customer,Business travel,Business,satisfied,41,1983,3,3,2,62,49.0
11536,Male,Loyal Customer,Business travel,Business,satisfied,54,2632,2,2,5,0,4.0
11537,Male,Loyal Customer,Business travel,Business,satisfied,38,1518,4,4,5,0,0.0
11538,Female,Loyal Customer,Personal Travel,Eco Plus,neutral or dissatisfied,17,140,5,4,5,0,0.0
11539,Male,Loyal Customer,Business travel,Business,neutral or dissatisfied,72,214,2,2,1,10,24.0
11540,Female,Loyal Customer,Business travel,Business,satisfied,33,2176,4,5,5,6,24.0
11541,Female,disloyal Customer,Business travel,Eco Plus,neutral or dissatisfied,27,237,5,2,5,0,0.0
11542,Male,Loyal Customer,Personal Travel,Eco,satisfied,52,134,5,3,5,88,89.0
11543,Female,Loyal Customer,Business travel,Business,neutral or dissatisfied,55,1372,1,1,2,0,0.0
11544,Male,Loyal Customer,Business travel,Business,satisfied,42,2301,5,5,3,0,0.0
11545,Male,Loyal Customer,Personal Travel,Eco Plus,neutral or dissatisfied,57,874,1,3,1,11,15.0
11546,Female,Loyal Customer,Business travel,Business,satisfied,47,1619,4,4,5,0,0.0
11547,Female,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,27,337,5,4,5,4,0.0
11548,Male,Loyal Customer,Business travel,Eco Plus,neutral or dissatisfied,68,389,3,3,3,0,10.0
11549,Female,Loyal Customer,Business travel,Business,satisfied,49,368,4,4,3,0,0.0
11550,Female,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,22,991,5,5,5,1,0.0
11551,Male,disloyal Customer,Business travel,Eco,neutral or dissatisfied,35,647,5,4,5,3,0.0
11552,Male,Loyal Customer,Business travel,Business,satisfied,53,2586,3,4,4,0,0.0
11553,Male,disloyal Customer,Business travel,Eco,satisfied,16,651,2,3,2,3,0.0
11554,Female,Loyal Customer,Personal Travel,Eco Plus,satisfied,63,370,3,3,5,0,15.0
11555,Female,Loyal Customer,Business travel,Business,satisfied,29,1576,5,5,5,20,13.0
11556,Female,Loyal Customer,Business travel,Business,satisfied,28,3202,4,2,4,0,0.0
11557,Female,disloyal Customer,Business travel,Eco,neutral or dissatisfied,22,1214,4,3,4,14,2.0
11558,Female,Loyal Customer,Business travel,Business,satisfied,50,369,4,4,5,4,0.0
11559,Female,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,69,1123,1,1,4,1,0.0
11560,Female,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,13,1533,3,3,3,10,3.0
11561,Female,Loyal Customer,Business travel,Business,neutral or dissatisfied,23,3472,1,3,1,0,0.0
11562,Male,disloyal Customer,Business travel,Business,neutral or dissatisfied,26,990,5,5,5,0,0.0
11563,Male,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,45,577,2,5,2,0,0.0
11564,Female,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,33,255,5,4,5,0,0.0
11565,Female,Loyal Customer,Business travel,Business,satisfied,53,212,4,3,1,0,0.0
11566,Male,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,52,853,5,4,5,0,2.0
11567,Female,Loyal Customer,Business travel,Eco Plus,neutral or dissatisfied,32,1250,1,4,2,105,155.0
11568,Male,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,28,677,5,3,5,3,7.0
11569,Male,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,59,325,3,4,3,0,0.0
11570,Female,Loyal Customer,Business travel,Business,satisfied,53,3055,4,4,3,0,0.0
11571,Female,Loyal Customer,Business travel,Business,satisfied,44,342,4,4,3,0,0.0
11572,Male,Loyal Customer,Business travel,Business,satisfied,58,3445,5,5,3,9,5.0
11573,Female,Loyal Customer,Business travel,Eco,satisfied,46,2640,2,1,4,0,23.0
11574,Female,Loyal Customer,Business travel,Business,satisfied,40,436,5,5,3,4,1.0
11575,Male,Loyal Customer,Business travel,Business,satisfied,60,331,4,4,3,46,51.0
11576,Female,disloyal Customer,Business travel,Business,satisfied,24,812,2,3,2,0,0.0
11577,Male,Loyal Customer,Business travel,Business,satisfied,35,3454,5,5,2,0,0.0
11578,Female,Loyal Customer,Business travel,Business,satisfied,17,1616,5,3,5,0,0.0
